action,actor,actor_id,actor_is_bot,operation_type,repo,repo_id,org,org_id,user_agent,event_hour,event_dayofweek,event_month,event_year,is_weekend,actor_event_count,actor_bot_ratio,actor_event_velocity,is_integration_event,is_outlier
environment.remove_actions_secret,bhbfapr-gkbdlx-27,dkVMyfEJIlM8Wy6S,0.0,5,org-ember-stack-958/gateway-ember-939,473266768.0,org-cipher-labs-867,1877395276,2,16,2,2,2026,0,21,0.0,1.0,1,0
git.push,xvdgjre-ebaemnk-72,nan,0.0,0,org-aurora-core-166/worker-summit-972,nan,org-atlas-systems-319,1593959324,4,16,2,3,2026,0,26,0.0,1.0,1,1
repository_secret_scanning_non_provider_patterns.disabled,gusykd-urnmv-75,57o3WqnZBIEC35xP,0.0,4,org-cipher-dynamics-445/service-delta-153,1478349596.0,org-aurora-logic-911,1725743024,2,16,3,3,2026,0,27,0.0,1.0,1,0
issue_dependencies.blocking_add,kdqwsfbt-mbjko-60,qwslM8GFs14X9nIF,0.0,3,org-cipher-stack-480/sdk-aurora-103,470278035.0,org-delta-logic-435,515473195,2,21,3,2,2026,0,16,0.0,1.0,1,0
dependabot_repository_access.default_access_level_updated,ukfkrcsg-ensv-53,7fSVz8BxfKQLwv1K,0.0,4,Unknown,nan,org-ember-signal-526,646539179,2,0,3,3,2026,0,14,0.0,1.0,1,1
repo.codeql_enabled,glyyjp-uhii-84,uCCTkspRyUrZWk4Z,0.0,4,org-quartz-platform-385/api-ember-693,557300397.0,org-northstar-works-297,1858256035,3,14,6,2,2026,1,25,0.0,1.0,1,0
org.update_actions_secret,msnivcmx-uqfdlyq-69,WC54a4FxaqxgUJxI,0.0,4,Unknown,nan,org-ember-core-186,704745047,2,14,5,1,2026,1,14,0.0,1.0,1,0
org.revoke_sso_session,mxbojf-ytvn-54,GOUBLMNu9EO1R0fw,0.0,5,Unknown,nan,org-vector-logic-193,1189837450,2,20,3,2,2026,0,10,0.0,1.0,1,0
protected_branch.update_admin_enforced,hsevolgf-jhvyqc-31,sAvis7ZEcyouCQIY,0.0,4,org-vector-core-276/worker-aurora-513,88627598.0,org-harbor-ops-849,950078773,2,7,6,1,2026,1,15,0.0,1.0,1,0
organization_default_label.create,nogaj-bvwj-89,3cC4tVUsj566el1v,0.0,3,Unknown,nan,org-ember-forge-228,74864270,2,13,2,2,2026,0,17,0.0,1.0,1,0
org.sso_response,yjmcjbzi-ajgdij-59,zDDzL5Kj0oyDcKAT,0.0,2,Unknown,nan,org-aurora-logic-689,1235171772,2,16,2,3,2026,0,28,0.0,1.0,1,0
repo.create_actions_variable,wwlcj-kvdi-48,xfFl2uNNNYxDVhRe,0.0,3,org-aurora-works-736/portal-atlas-386,1389607133.0,org-granite-signal-604,42724278,1,16,2,2,2026,0,22,0.0,1.0,1,0
org.display_commenter_full_name_enabled,hwfntdkc-xfde-12,yjoPctTp4Xv1Kccx,0.0,4,Unknown,nan,org-northstar-forge-635,1778583585,2,0,2,3,2026,0,31,0.0,1.0,1,1
org.integration_manager_added,fopay-trywtub-39,WaX13WWWjsG5P7G9,0.0,3,Unknown,nan,org-quartz-cloud-292,374583358,2,8,4,1,2026,0,14,0.0,1.0,1,0
business.add_admin,ikgnbq-ptxqp-36,SSvSZiN4bDUVFuAE,0.0,3,Unknown,nan,Unknown,nan,2,17,1,1,2026,0,19,0.0,1.0,1,0
integration.revoke_all_tokens,tfjlap-zgwlii-77,CRmjqFvDuqNVUuCQ,0.0,4,Unknown,nan,Unknown,nan,2,13,3,1,2026,0,23,0.0,1.0,1,1
merge_queue.pull_request_queue_jump,nhxxz-petovb-88,DEjpD92QK0Bum3S3,0.0,4,org-harbor-core-525/pipeline-ember-864,632336572.0,org-harbor-platform-724,1941218725,2,13,0,2,2026,0,23,0.0,1.0,1,0
copilot.cfb_seat_assignment_unassigned,fjcgddnk-xbkniju-20,4fcYdLJFTB3dnKHt,0.0,4,Unknown,nan,org-granite-ops-203,487127080,2,15,2,2,2026,0,31,0.0,1.0,1,0
org.runner_group_updated,qtqwolg-rkfubej-47,EY3Wz4QnGRW3TPux,0.0,4,Unknown,nan,org-cipher-systems-979,489679713,2,16,0,2,2026,0,16,0.0,1.0,1,0
user.mandatory_message_viewed,wwgeyqu-skktwr-74,UswLqNAjhQTufTUU,0.0,4,Unknown,nan,Unknown,nan,2,18,0,3,2026,0,18,0.0,1.0,1,0
org_credential_authorization.deauthorize,wkixktfh-cucqeyx-32,Id5vhl13JLqD8mqM,0.0,5,Unknown,nan,org-lumen-signal-833,267053904,3,16,2,3,2026,0,11,0.0,1.0,1,0
environment.create_actions_variable,zilip-lqjwjx-76,mr1CDLZ2Gb7zcgDh,0.0,3,org-quartz-platform-359/cli-harbor-274,869156522.0,org-lumen-dynamics-243,1846698063,2,16,2,2,2026,0,25,0.0,1.0,1,0
team.change_privacy,tjmer-cymvqp-53,GoN6FST72TuIZuHM,0.0,4,Unknown,nan,org-vector-dynamics-823,1913124426,2,9,1,2,2026,0,14,0.0,1.0,1,0
business.secret_scanning_repo_admin_settings_policy_update,vxtunbhr-bghsgty-94,JnQVRDMZ6aNpsmdL,0.0,4,Unknown,nan,Unknown,nan,2,21,4,3,2026,0,22,0.0,1.0,1,0
protected_branch.update_required_status_checks_enforcement_level,wfwwcya-kmmbo-55,JY0v2lq9TBg3roHe,0.0,4,org-lumen-platform-645/engine-aurora-355,2041286668.0,org-northstar-forge-428,166810975,2,7,6,1,2026,1,15,0.0,1.0,1,0
repo.pages_create,Unknown,nan,0.0,3,org-vector-systems-380/orchestrator-atlas-555,2033585299.0,org-harbor-stack-231,386227581,3,10,0,3,2026,0,334,0.0,1.0,1,1
code_scanning.alert_closed_became_outdated,Unknown,nan,0.0,0,org-granite-cloud-634/pipeline-vector-896,379725653.0,org-atlas-core-870,1982848845,3,20,2,2,2026,0,334,0.0,1.0,1,1
artifact.destroy,eommg-imuvqbz-14,odV3Ulo8XFOLW3IO,0.0,5,org-vector-labs-575/gateway-cipher-617,1656249842.0,Unknown,nan,2,17,2,3,2026,0,22,0.0,1.0,1,0
repository_security_updates.enable,ncbblj-jhun-68,erlin5EGS4HlLVDR,0.0,4,org-delta-systems-762/analytics-delta-890,818757014.0,org-harbor-cloud-548,1253169374,3,15,6,2,2026,1,20,0.0,1.0,1,0
staff.repo_make_root,ltaptk-tectjtg-99,bqxq9RANO5opv183,0.0,4,org-ember-stack-699/api-harbor-754,1508763734.0,Unknown,nan,2,17,2,3,2026,0,32,0.0,1.0,1,0
copilot.plan_changed,yfpcshf-urjsr-77,MFVMqFiCdoBNXMoZ,0.0,4,Unknown,nan,org-vector-stack-164,1336219323,2,14,2,1,2026,0,19,0.0,1.0,1,0
vulnerability_alert_rule.create,fagurw-vyurchd-80,fw8PKTCYUtuOFK7B,0.0,3,org-quartz-forge-826/portal-quartz-801,137149787.0,org-ember-platform-457,172610740,2,15,2,1,2026,0,17,0.0,1.0,1,0
repo.codeql_disabled,kksgpkka-lfncnp-58,w3Dga9AlgTic6ocl,0.0,4,org-aurora-labs-172/portal-lumen-914,1344314742.0,org-lumen-labs-840,1189527569,1,20,4,1,2026,0,10,0.0,1.0,1,0
repo.remove_integration_secret,bxdie-xsfnvop-29,7bjCQoctQVQeCXws,0.0,5,org-ember-signal-260/portal-ember-101,1879498666.0,org-summit-cloud-930,978022696,1,16,2,2,2026,0,26,0.0,1.0,1,0
required_status_check.destroy,rrulqqf-xiotal-91,hV4LcKt5WXFamkfZ,0.0,5,org-aurora-core-756/pipeline-delta-154,137423408.0,org-aurora-labs-291,1658075521,2,16,2,3,2026,0,13,0.0,1.0,1,0
copilot.cfb_seat_cancelled,gyguz-gzwaw-13,g1iGQbgUPPFNvcKS,0.0,4,Unknown,nan,org-lumen-forge-544,1007872683,3,0,6,3,2026,1,21,0.0,1.0,1,1
dependabot_alerts.enable,ldjudjwj-orksps-10,25i5ctCovp7EZyXv,0.0,4,Unknown,nan,org-granite-cloud-142,2083341648,2,20,3,1,2026,0,18,0.0,1.0,1,0
commit_comment.update,oxqae-iwlgxz-90,z1Sw8yrdffZvIaDd,0.0,4,org-aurora-dynamics-946/worker-harbor-995,1136494238.0,org-northstar-platform-187,653512128,2,22,2,2,2026,0,12,0.0,1.0,1,0
repo.unarchived,thuqd-ynvze-18,tfC8KVFwp5ufENdC,0.0,4,org-atlas-core-876/pipeline-cipher-574,609547804.0,org-summit-logic-999,1743809893,1,3,1,2,2026,0,25,0.0,1.0,1,1
environment.update_protection_rule,xmybg-olazgqw-72,k2FqQwj1uJXXOxrY,0.0,0,org-northstar-forge-273/gateway-northstar-252,1211153903.0,org-lumen-works-178,315074587,2,16,1,2,2026,0,22,0.0,1.0,1,1
org.revoke_external_identity,jmggvr-ercmm-41,P3blivJJG7inDgPO,0.0,5,Unknown,nan,org-summit-cloud-121,827356010,2,15,3,1,2026,0,6,0.0,1.0,1,0
repo.immutable_releases_settings_disabled,ykyeil-nttk-19,Qu2Goofd7c4IBDT3,0.0,4,org-atlas-core-361/pipeline-quartz-506,1774480396.0,org-granite-forge-349,161115450,1,19,1,1,2026,0,12,0.0,1.0,1,0
commit_comment.destroy,hgrnxjc-bddfgfl-11,CBomvHwkFzgdeqdf,0.0,5,org-summit-stack-163/sdk-lumen-628,1588492360.0,org-delta-stack-508,1990715659,2,4,3,2,2026,0,9,0.0,1.0,1,1
workflows.pin_workflow,uahpkq-nmstq-68,pzD1irED75g4tvn9,0.0,4,org-summit-ops-581/engine-harbor-554,57107967.0,org-vector-ops-482,627775,0,11,5,1,2026,1,19,0.0,1.0,1,0
pull_request_review.dismiss,jmcvkc-telv-31,GCu3jfs6j72nKpkf,0.0,4,org-summit-logic-322/service-lumen-329,1471835360.0,org-quartz-ops-347,1317344750,3,16,2,3,2026,0,19,0.0,1.0,1,0
key_link.destroy,majqkjf-yfqwvv-53,yYycaloysMMjpkYl,0.0,5,org-lumen-signal-898/portal-aurora-112,1156738554.0,Unknown,nan,2,16,0,1,2026,0,16,0.0,1.0,1,0
issue.destroy,dqbjjwg-ofot-33,d8pOG9lbGXzDmFbi,0.0,5,org-lumen-signal-843/cli-summit-357,1467818687.0,org-cipher-labs-213,1280622349,2,22,0,2,2026,0,15,0.0,1.0,1,0
repo.self_hosted_runner_online,Unknown,nan,0.0,4,org-delta-core-370/gateway-granite-318,917862108.0,org-cipher-signal-528,855219906,3,14,3,1,2026,0,334,0.0,1.0,1,1
environment.create_actions_secret,yxmvgq-ukhw-21,oY9bgMuvaCCXXBpO,0.0,3,org-granite-cloud-103/engine-harbor-950,1070081662.0,org-delta-core-388,1666527189,2,16,2,2,2026,0,15,0.0,1.0,1,0
org.runner_group_removed,dzqubez-bdss-97,bxNF5fnovJFr7To8,0.0,5,Unknown,nan,org-lumen-works-119,1246531013,2,1,2,3,2026,0,24,0.0,1.0,1,1
user.mandatory_message_viewed,wwgeyqu-skktwr-74,UswLqNAjhQTufTUU,0.0,4,Unknown,nan,Unknown,nan,2,18,0,3,2026,0,18,0.0,1.0,1,0
staff.repo_lock,vmopwtp-okdbl-92,FDzXBsoUsSd35x2W,0.0,4,org-northstar-dynamics-713/pipeline-harbor-948,1262278387.0,Unknown,nan,2,21,1,3,2026,0,7,0.0,1.0,1,0
enterprise.register_self_hosted_runner,kdbgqbjw-oozsowb-19,PwZUzql0VHjyqIEi,0.0,3,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,24,0.0,1.0,1,0
repo.pages_public,pmbdzvo-dglfl-20,wxsoDxffw4D48EN5,0.0,4,org-quartz-cloud-126/engine-granite-730,1919947224.0,Unknown,nan,1,15,1,3,2026,0,21,0.0,1.0,1,0
org.archive,jgjacd-dukbkme-90,vVhIPNBU3YSqauXy,0.0,4,Unknown,nan,org-harbor-works-974,126485732,2,21,2,1,2026,0,12,0.0,1.0,1,0
git_signing_ssh_public_key.create,lqusbs-xvpod-44,JcXGuPDsP79vdtCs,0.0,3,Unknown,nan,Unknown,nan,2,10,2,1,2026,0,27,0.0,1.0,1,0
repo.update_actions_variable,cdgiqnml-ydzwqiw-17,jxxaHTDTOAcPnsDq,0.0,4,org-atlas-systems-717/sdk-aurora-569,1682161730.0,org-northstar-dynamics-442,1018730540,1,14,6,2,2026,1,18,0.0,1.0,1,0
org.oauth_app_access_approved,aaowain-rdexkn-82,UzZj1OyHlt8kQHNY,0.0,4,Unknown,nan,org-ember-platform-228,26086523,2,17,2,2,2026,0,17,0.0,1.0,1,0
secret_scanning_push_protection.bypass,jqjvjab-dqww-24,nWWIx5spyYlFsLqB,0.0,0,org-vector-labs-466/pipeline-harbor-226,569461325.0,org-atlas-ops-900,2132406728,3,20,2,2,2026,0,12,0.0,1.0,1,1
migration.create,okbbdqq-hpnr-86,W46HqnRRWwytfsdK,0.0,3,org-ember-systems-527/engine-harbor-756,1445294516.0,org-northstar-core-528,1755620348,2,14,2,1,2026,0,12,0.0,1.0,1,0
secret_scanning.enable,bhnudtlr-wxyze-96,YbmK6gTCBmczXrRB,0.0,4,Unknown,nan,org-quartz-logic-377,1591770532,2,20,3,1,2026,0,18,0.0,1.0,1,0
user.create,pruql-eubb-85,4kGryVrM0KzkqVio,0.0,3,Unknown,nan,Unknown,nan,2,2,6,1,2026,1,15,0.0,1.0,1,1
workflows.rerun_workflow_run,sasww-calsnpk-66,eRh2wQDLGkyjRcwf,0.0,4,org-cipher-systems-287/orchestrator-northstar-399,463549075.0,org-harbor-signal-676,1592093670,0,16,2,3,2026,0,41,0.0,1.0,1,1
pull_request.indirect_merge,mghkvay-hdzr-53,fkzqHpaUBGdfNwio,0.0,4,org-quartz-stack-487/gateway-vector-507,1957621886.0,org-atlas-dynamics-591,1808364168,3,16,2,2,2026,0,23,0.0,1.0,1,0
code_scanning.alert_reappeared,Unknown,nan,0.0,0,org-summit-stack-196/service-lumen-595,1887210980.0,org-lumen-systems-741,1138278749,3,13,1,2,2026,0,334,0.0,1.0,1,1
repository_code_security.enable,olaodd-sxhiub-46,VQNMRzKBAPBdHYOj,0.0,4,org-cipher-dynamics-948/cli-ember-121,694302044.0,org-aurora-platform-170,1828261551,3,14,6,2,2026,1,26,0.0,1.0,1,0
pull_request_review_comment.delete,rwmws-varxlqd-64,FdM9D4UIvHyamOiZ,0.0,5,org-vector-labs-536/api-quartz-929,1559811628.0,org-vector-logic-790,1512479719,2,16,2,2,2026,0,35,0.0,1.0,1,0
repository_vulnerability_alerts.authorized_users_teams,inwbpue-uohqemx-53,ZOJc4o9sxQlGEzcu,0.0,4,org-ember-works-884/sdk-cipher-675,419795993.0,org-northstar-systems-708,224674948,2,11,1,3,2026,0,29,0.0,1.0,1,0
integration_installation_request.create,rtvmop-odalzx-49,7bpgAT68IchbNpU0,0.0,3,Unknown,nan,org-atlas-cloud-338,1715197932,2,20,0,2,2026,0,15,0.0,1.0,1,0
pull_request_review_comment.update,tcfzcgp-ejgds-23,w6kyKEUQiWomIXhe,0.0,4,org-atlas-works-495/engine-lumen-175,nan,org-quartz-ops-457,1715616631,2,16,2,3,2026,0,21,0.0,1.0,1,0
org.oauth_app_access_approved,aaowain-rdexkn-82,UzZj1OyHlt8kQHNY,0.0,4,Unknown,nan,org-ember-platform-228,26086523,2,17,2,2,2026,0,17,0.0,1.0,1,0
project_base_role.update,okgmbvf-kvqp-76,KhwUrcmetq78FlNv,0.0,4,Unknown,nan,org-quartz-labs-885,625771535,2,22,6,3,2026,1,18,0.0,1.0,1,0
org.secret_scanning_push_protection_custom_message_disabled,vgvon-ixhnd-91,O67VSIBD2cUXAzbj,0.0,4,Unknown,nan,org-ember-logic-174,161401029,2,19,2,1,2026,0,17,0.0,1.0,1,0
ip_allow_list.enable_for_installed_apps,asajjdju-pryntn-11,FjsNWgcKQ010neAz,0.0,4,Unknown,nan,org-summit-platform-686,654200834,2,10,2,1,2026,0,18,0.0,1.0,1,0
copilot.cfb_seat_assignment_reused,mfznv-abzoa-71,kauE0IQMx5SSYJH7,0.0,4,Unknown,nan,org-lumen-signal-440,120620827,2,13,1,2,2026,0,15,0.0,1.0,1,0
integration_installation.create,ozdll-vwinl-22,KmODsglnKuWDgn6j,0.0,3,Unknown,nan,org-quartz-works-751,1417011861,2,16,2,2,2026,0,23,0.0,1.0,1,0
repo.codeql_updated,ahcklgf-gqaeou-90,0rPZR7LJN64vbcUH,0.0,4,org-ember-systems-922/api-delta-908,1856170441.0,org-delta-cloud-204,63633560,1,18,1,3,2026,0,9,0.0,1.0,1,0
repo.pages_destroy,Unknown,nan,0.0,5,org-atlas-cloud-437/engine-harbor-135,1409471621.0,org-granite-core-810,2138205060,3,10,0,3,2026,0,334,0.0,1.0,1,1
dependabot_alerts_new_repos.enable,tiwprvss-kcnsylv-37,KOD18AKq4FIJ73Cx,0.0,4,Unknown,nan,org-cipher-logic-583,578003629,2,20,3,1,2026,0,16,0.0,1.0,1,0
organization_domain.approve,drocnk-ziwbs-70,zadbohJBg3W8HPeh,0.0,4,Unknown,nan,org-cipher-forge-336,830975595,2,9,4,2,2026,0,22,0.0,1.0,1,0
team.rename,wonhodt-wwnxart-51,HnG1oSnpiQGwveRK,0.0,4,Unknown,nan,org-delta-platform-591,1950770479,2,6,3,2,2026,0,18,0.0,1.0,1,0
pull_request.close,rnpnl-thtfeal-72,nErcaZTJ4QqYL19Z,0.0,4,org-harbor-logic-839/sdk-cipher-626,1859491138.0,org-aurora-logic-759,1154645757,2,16,2,3,2026,0,12,0.0,1.0,1,0
codespaces.destroy,zotmuwtv-bilah-20,jUwkqsVNGJc8qXja,0.0,5,org-harbor-cloud-985/gateway-aurora-925,1661793352.0,org-summit-forge-286,1163081813,2,12,1,2,2026,0,31,0.0,1.0,1,0
codespaces.create,ixjkw-zpsuwwy-75,V9aznXeDNKrs1z0D,0.0,3,org-quartz-dynamics-596/service-summit-866,17964867.0,org-summit-labs-258,100153504,2,8,5,2,2026,1,39,0.0,1.0,1,0
secret_scanning_push_protection.bypass,jqjvjab-dqww-24,nWWIx5spyYlFsLqB,0.0,0,org-vector-labs-466/pipeline-harbor-226,569461325.0,org-atlas-ops-900,2132406728,3,20,2,2,2026,0,12,0.0,1.0,1,1
protected_branch.update_merge_queue_enforcement_level,vlbjbzs-rakjtt-53,7AGh1MZw9oEzFyWX,0.0,4,org-granite-cloud-600/analytics-harbor-973,733853200.0,org-vector-stack-371,1920088196,2,13,0,2,2026,0,20,0.0,1.0,1,0
code_scanning.alert_reappeared,Unknown,nan,0.0,0,org-summit-stack-196/service-lumen-595,1887210980.0,org-lumen-systems-741,1138278749,3,13,1,2,2026,0,334,0.0,1.0,1,1
gist.destroy,sizsicm-bxikczi-44,wiNzPp2VymD8Eajv,0.0,5,Unknown,nan,Unknown,nan,2,19,1,3,2026,0,10,0.0,1.0,1,0
repository_vulnerability_alert.auto_reopen,Unknown,nan,0.0,4,org-lumen-works-844/pipeline-cipher-922,1636213996.0,org-delta-core-744,578871795,3,14,5,1,2026,1,334,0.0,1.0,1,1
business.advanced_security_repo_admin_enablement_policy_update,qvimvpx-cyubnwe-85,YWHg5ohdOWkLBJbj,0.0,4,Unknown,nan,Unknown,nan,2,21,4,3,2026,0,18,0.0,1.0,1,0
org.oauth_app_access_requested,jdxxl-buyyav-16,eeh2I53F9id8nWjv,0.0,4,Unknown,nan,org-lumen-labs-174,2038261406,2,13,1,2,2026,0,19,0.0,1.0,1,0
business.advanced_security_repo_admin_enablement_policy_update,qvimvpx-cyubnwe-85,YWHg5ohdOWkLBJbj,0.0,4,Unknown,nan,Unknown,nan,2,21,4,3,2026,0,18,0.0,1.0,1,0
public_key.delete,vistik-brex-17,2LGW6AcdDNi4GdZJ,0.0,5,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,16,0.0,1.0,1,0
integration.destroy,pixil-cwkciy-18,9h3qY26PnWEgz7ld,0.0,5,Unknown,nan,Unknown,nan,2,7,2,3,2026,0,12,0.0,1.0,1,1
org.revoke_external_identity,jmggvr-ercmm-41,P3blivJJG7inDgPO,0.0,5,Unknown,nan,org-summit-cloud-121,827356010,2,15,3,1,2026,0,6,0.0,1.0,1,0
billing.change_email,mdxwe-lxbkp-68,NirGmxjbp0oYhr7o,0.0,4,Unknown,nan,org-atlas-systems-678,1332954673,2,13,3,1,2026,0,28,0.0,1.0,1,0
workflows.created_workflow_run,hrzoqlfh-vmnrevs-56,g791x7zzN5LJBSBU,0.0,3,org-vector-signal-267/analytics-northstar-316,20296725.0,org-vector-forge-253,38789754,0,16,2,3,2026,0,21,0.0,1.0,1,0
code_scanning.alert_reappeared,Unknown,nan,0.0,0,org-summit-stack-196/service-lumen-595,1887210980.0,org-lumen-systems-741,1138278749,3,13,1,2,2026,0,334,0.0,1.0,1,1
repository_security_updates.enable,ncbblj-jhun-68,erlin5EGS4HlLVDR,0.0,4,org-delta-systems-762/analytics-delta-890,818757014.0,org-harbor-cloud-548,1253169374,3,15,6,2,2026,1,20,0.0,1.0,1,0
environment.remove_actions_secret,bhbfapr-gkbdlx-27,dkVMyfEJIlM8Wy6S,0.0,5,org-ember-stack-958/gateway-ember-939,473266768.0,org-cipher-labs-867,1877395276,2,16,2,2,2026,0,21,0.0,1.0,1,0
staff.view_site_admins,tarmvd-ejlssjn-87,hiJBoXBkix9z43YF,0.0,1,Unknown,nan,Unknown,nan,2,17,1,1,2026,0,14,0.0,1.0,1,1
repo.set_default_workflow_permissions,vupcw-zohy-64,wlqn6iv3aij2dKvp,0.0,4,org-aurora-logic-556/api-atlas-778,1475234780.0,org-atlas-platform-957,1707254127,1,16,4,1,2026,0,22,0.0,1.0,1,0
repo.unarchived,thuqd-ynvze-18,tfC8KVFwp5ufENdC,0.0,4,org-atlas-core-876/pipeline-cipher-574,609547804.0,org-summit-logic-999,1743809893,1,3,1,2,2026,0,25,0.0,1.0,1,1
oauth_access.destroy,afzeuv-igvc-78,jHdU9HncyfNa2utv,0.0,5,Unknown,nan,Unknown,nan,2,13,5,1,2026,1,21,0.0,1.0,1,0
repo.transfer,jdyab-nehc-54,dGNUCXDt7iIdWpbC,0.0,7,org-summit-logic-278/worker-cipher-466,1389207540.0,org-northstar-ops-632,1047463208,1,16,0,2,2026,0,24,0.0,1.0,1,1
repo.codeql_disabled,kksgpkka-lfncnp-58,w3Dga9AlgTic6ocl,0.0,4,org-aurora-labs-172/portal-lumen-914,1344314742.0,org-lumen-labs-840,1189527569,1,20,4,1,2026,0,10,0.0,1.0,1,0
copilot.cfb_org_settings_changed,tufkg-unfbtph-33,7yIlIa9BKZh4De2L,0.0,4,Unknown,nan,org-quartz-ops-509,104544673,2,18,3,2,2026,0,13,0.0,1.0,1,0
org_credential_authorization.revoke,mbmhuhb-anjk-30,jI2CZwbP8C5REyH2,0.0,5,Unknown,nan,org-harbor-dynamics-335,50936404,2,15,3,1,2026,0,25,0.0,1.0,1,0
repo.update_actions_variable,cdgiqnml-ydzwqiw-17,jxxaHTDTOAcPnsDq,0.0,4,org-atlas-systems-717/sdk-aurora-569,1682161730.0,org-northstar-dynamics-442,1018730540,1,14,6,2,2026,1,18,0.0,1.0,1,0
repository_security_updates.disable,hfwrv-veaft-96,3NFX78hwaMGDvJiz,0.0,4,org-granite-labs-673/analytics-harbor-182,309954645.0,org-cipher-forge-632,309883268,2,21,2,1,2026,0,16,0.0,1.0,1,0
merge_queue.pull_request_queue_jump,nhxxz-petovb-88,DEjpD92QK0Bum3S3,0.0,4,org-harbor-core-525/pipeline-ember-864,632336572.0,org-harbor-platform-724,1941218725,2,13,0,2,2026,0,23,0.0,1.0,1,0
copilot.plan_changed,yfpcshf-urjsr-77,MFVMqFiCdoBNXMoZ,0.0,4,Unknown,nan,org-vector-stack-164,1336219323,2,14,2,1,2026,0,19,0.0,1.0,1,0
repository_code_security.enable,olaodd-sxhiub-46,VQNMRzKBAPBdHYOj,0.0,4,org-cipher-dynamics-948/cli-ember-121,694302044.0,org-aurora-platform-170,1828261551,3,14,6,2,2026,1,26,0.0,1.0,1,0
integration.generate_client_secret,dzkho-awzpvzk-32,uaymkJlpZfn2FNRf,0.0,3,Unknown,nan,org-aurora-systems-491,83696562,2,6,2,1,2026,0,10,0.0,1.0,1,1
pull_request_review.delete,kjmgjqbq-bhao-83,LPYyCiuJvA9IALvW,0.0,5,org-granite-signal-810/gateway-ember-493,1580295690.0,org-aurora-logic-561,775477585,2,16,2,2,2026,0,18,0.0,1.0,1,0
copilot.cfb_seat_assignment_unassigned,fjcgddnk-xbkniju-20,4fcYdLJFTB3dnKHt,0.0,4,Unknown,nan,org-granite-ops-203,487127080,2,15,2,2,2026,0,31,0.0,1.0,1,0
copilot.custom_instructions_updated,hwfjow-avhvsff-93,QC6g5zd3BpGDq25w,0.0,4,Unknown,nan,org-summit-cloud-160,1971744090,2,18,4,2,2026,0,15,0.0,1.0,1,0
repository_branch_protection_evaluation.enable,disrdula-yqpt-26,wgpwS3F0QYDi8W30,0.0,4,org-quartz-ops-529/worker-cipher-397,738360288.0,org-granite-ops-990,1315857767,2,16,3,2,2026,0,17,0.0,1.0,1,0
secret_scanning_closure_request.create,zerdxe-rruq-50,H74d52xv5mMCOP70,0.0,3,org-lumen-core-575/portal-granite-274,121566288.0,org-aurora-ops-956,956827588,2,14,3,1,2026,0,17,0.0,1.0,1,0
repository_vulnerability_alert.auto_dismiss,Unknown,nan,0.0,4,org-delta-labs-132/infra-vector-302,668486719.0,org-summit-stack-371,370156469,3,16,2,2,2026,0,334,0.0,1.0,1,1
repo.pages_private,Unknown,nan,0.0,4,org-cipher-core-887/worker-northstar-459,224467791.0,org-lumen-labs-614,2036597046,3,10,0,3,2026,0,334,0.0,1.0,1,1
protected_branch.update_required_approving_review_count,lhfow-nvpttc-47,oKNA8v8VJDd0G7Jg,0.0,4,org-northstar-core-676/analytics-ember-512,980876750.0,org-cipher-systems-900,2023786028,2,2,6,1,2026,1,14,0.0,1.0,1,1
repository_vulnerability_alert.withdraw,Unknown,nan,0.0,4,org-northstar-works-472/sdk-aurora-194,1371461356.0,org-delta-labs-415,366659435,3,16,6,2,2026,1,334,0.0,1.0,1,1
pull_request_review_comment.update,tcfzcgp-ejgds-23,w6kyKEUQiWomIXhe,0.0,4,org-atlas-works-495/engine-lumen-175,nan,org-quartz-ops-457,1715616631,2,16,2,3,2026,0,21,0.0,1.0,1,0
staff.repo_unlock,jqikdxh-xdzkmde-65,n50gkQ5x6uQSguyw,0.0,4,org-harbor-signal-528/orchestrator-lumen-664,1116272782.0,Unknown,nan,2,21,1,3,2026,0,26,0.0,1.0,1,0
repo.transfer,jdyab-nehc-54,dGNUCXDt7iIdWpbC,0.0,7,org-summit-logic-278/worker-cipher-466,1389207540.0,org-northstar-ops-632,1047463208,1,16,0,2,2026,0,24,0.0,1.0,1,1
repository_secret_scanning_non_provider_patterns.enabled,jczgbb-kdgita-35,WrQbJ6cMrUO4o6fC,0.0,4,org-lumen-cloud-817/pipeline-harbor-195,23656294.0,org-summit-logic-781,17839331,3,15,6,2,2026,1,12,0.0,1.0,1,0
business_dependabot_alerts_new_repos.enable,rtdddx-xsxe-73,wwJEEyZSvJrIcLp6,0.0,4,Unknown,nan,Unknown,nan,2,12,4,1,2026,0,25,0.0,1.0,1,0
gist.create,odrjstrk-mfiakmq-99,2T8Kvh2FdBa9ERHf,0.0,3,Unknown,nan,Unknown,nan,2,19,1,3,2026,0,13,0.0,1.0,1,0
org.update_saml_provider_settings,xqvrk-xhlndcf-49,uqcAFaXOx5rGj84t,0.0,4,Unknown,nan,org-vector-platform-632,1886762390,2,15,1,3,2026,0,23,0.0,1.0,1,0
repository_vulnerability_alert.reintroduce,Unknown,nan,0.0,4,org-delta-works-264/portal-quartz-612,2034046970.0,org-atlas-dynamics-276,95740693,3,15,2,2,2026,0,334,0.0,1.0,1,1
